"id","my_label"
80,"+fridge+tumble_dryer+washer_dryer"
81,"+fridge"
82,"+fridge+washing_machine+washer_dryer"
83,"+fridge+tumble_dryer+washer_dryer"
84,"+fridge+tumble_dryer+washer_dryer"
85,"+fridge+washer_dryer"
86,"+fridge+tumble_dryer+washer_dryer"
87,"+fridge"
88,"+fridge+washing_machine+washer_dryer"
89,"+fridge"
90,"+fridge+shower"
91,"+fridge+washing_machine+washer_dryer"
92,"+fridge+tumble_dryer+washer_dryer"
93,"+fridge"
94,"+fridge+washing_machine+washer_dryer"
95,"+fridge"
96,"+fridge+washing_machine+washer_dryer+microwave"
97,"+fridge+washing_machine+washer_dryer"
98,"+fridge"
99,"+fridge"
100,"+fridge"
101,"+fridge+tumble_dryer+washer_dryer"
102,"+fridge"
103,"+fridge"
104,"+fridge"
105,"+fridge"
106,"+fridge+tumble_dryer+washer_dryer"
107,"+fridge"
108,"+fridge+washing_machine+washer_dryer"
109,"+fridge+shower"
110,"+fridge"
111,"+fridge+washing_machine+washer_dryer"
112,"+fridge"
113,"+fridge"
114,"+fridge+washing_machine+washer_dryer"
115,"+fridge+microwave"
116,"+fridge+washing_machine+washer_dryer"
117,"+fridge"
118,"+fridge+tumble_dryer+washer_dryer"
119,"+fridge+washing_machine+washer_dryer+microwave"
120,"+fridge"
121,"+fridge+washing_machine+washer_dryer"
122,"+fridge+washing_machine+washer_dryer"
123,"+fridge"
124,"+fridge+tumble_dryer+washer_dryer"
125,"+fridge+tumble_dryer+washer_dryer"
126,"+fridge"
127,"+fridge+washing_machine+washer_dryer"
128,"+fridge+tumble_dryer+washer_dryer"
129,"+fridge"
130,"+fridge+washer_dryer"
131,"+fridge+tumble_dryer+washer_dryer"
132,"+fridge+tumble_dryer+washer_dryer"
133,"+fridge+tumble_dryer+washer_dryer"
134,"+fridge"
135,"+fridge"
136,"+fridge"
137,"+fridge+washer_dryer"
138,"+fridge"
139,"+fridge+washing_machine+washer_dryer"
140,"+fridge+washing_machine+washer_dryer"
141,"+fridge+washing_machine+washer_dryer"
142,"+fridge+shower+washing_machine+washer_dryer"
143,"+fridge+washing_machine+washer_dryer"
144,"+fridge+shower"
145,"+fridge+washing_machine+washer_dryer"
146,"+fridge+tumble_dryer+washer_dryer"
147,"+fridge"
148,"+fridge+washing_machine+washer_dryer"
149,"+fridge+washer_dryer"
150,"+fridge+washing_machine+washer_dryer"
151,"+fridge+washer_dryer"
152,"+fridge+washing_machine+washer_dryer"
153,"+fridge"
154,"+fridge"
155,"+fridge+washing_machine+washer_dryer"
156,"+fridge"
157,"+fridge+washing_machine+washer_dryer"
158,"+fridge"
159,"+fridge+tumble_dryer+washer_dryer"
160,"+fridge+shower"
161,"+fridge+washing_machine+washer_dryer"
162,"+fridge+washing_machine+washer_dryer+microwave"
163,"+fridge"
164,"+fridge+tumble_dryer+washer_dryer"
165,"+fridge+washing_machine+washer_dryer"
166,"+fridge+tumble_dryer+washer_dryer"
167,"+fridge+washer_dryer"
168,"+fridge"
169,"+fridge"
170,"+fridge"
171,"+fridge+tumble_dryer+washer_dryer"
172,"+fridge+washer_dryer"
173,"+fridge+washing_machine+washer_dryer"
174,"+fridge+tumble_dryer+washer_dryer"
175,"+fridge+washing_machine+washer_dryer"
176,"+fridge+washer_dryer"
177,"+fridge+washing_machine+washer_dryer"
178,"+fridge"
179,"+fridge+washing_machine+washer_dryer+microwave"
180,"+fridge"
181,"+fridge"
182,"+fridge+washer_dryer"
183,"+fridge"
184,"+fridge+tumble_dryer+washer_dryer"
185,"+fridge+washing_machine+washer_dryer"
186,"+fridge"
187,"+fridge+washing_machine+washer_dryer"
188,"+fridge"
189,"+fridge+tumble_dryer+washer_dryer"
190,"+fridge+washer_dryer"
191,"+fridge+washing_machine+washer_dryer"
192,"+fridge+kettle"
193,"+fridge+washer_dryer"
194,"+fridge"
195,"+fridge"
196,"+fridge+washing_machine+washer_dryer"
197,"+fridge+washing_machine+washer_dryer"
198,"+fridge"
199,"+fridge+kettle+washing_machine+washer_dryer"
200,"+fridge"
201,"+fridge+shower"
202,"+fridge"
203,"+fridge"
204,"+fridge+tumble_dryer+washer_dryer"
205,"+fridge+washing_machine+washer_dryer"
206,"+fridge+washing_machine+washer_dryer"
207,"+fridge"
208,"+fridge+washing_machine+washer_dryer"
209,"+fridge+washing_machine+washer_dryer"
210,"+fridge+washing_machine+washer_dryer"
211,"+fridge+washing_machine+washer_dryer"
212,"+fridge"
213,"+fridge+washing_machine+washer_dryer"
214,"+fridge+tumble_dryer+washer_dryer"
215,"+fridge+tumble_dryer+washer_dryer"
216,"+fridge"
217,"+fridge+tumble_dryer+washer_dryer"
218,"+fridge+tumble_dryer+washer_dryer"
219,"+fridge"
220,"+fridge+microwave"
221,"+fridge+tumble_dryer+washer_dryer"
222,"+fridge"
223,"+fridge"
224,"+fridge+washer_dryer"
225,"+fridge"
226,"+fridge+tumble_dryer+washer_dryer"
227,"+fridge+tumble_dryer+washer_dryer"
228,"+fridge+washing_machine+washer_dryer+microwave"
229,"+fridge+tumble_dryer+washer_dryer"
230,"+fridge+washing_machine+washer_dryer"
231,"+fridge"
232,"+fridge+washing_machine+washer_dryer"
233,"+fridge"
234,"+fridge+washer_dryer+microwave"
235,"+fridge"
236,"+fridge+washing_machine+washer_dryer"
237,"+fridge"
238,"+fridge+washing_machine+washer_dryer"
239,"+fridge+washing_machine+washer_dryer"
240,"+fridge"
241,"+fridge"
242,"+fridge+tumble_dryer+washer_dryer"
243,"+fridge+washing_machine+washer_dryer"
244,"+fridge+tumble_dryer+washer_dryer"
245,"+fridge+tumble_dryer+washer_dryer"
246,"+fridge"
247,"+fridge"
248,"+fridge+washing_machine+washer_dryer"
249,"+fridge+washing_machine+washer_dryer+microwave"
250,"+fridge+washing_machine+washer_dryer+microwave"
251,"+fridge+washing_machine+washer_dryer"
252,"+fridge"
253,"+fridge+washing_machine+washer_dryer"
254,"+fridge+washing_machine+washer_dryer"
255,"+fridge+washing_machine+washer_dryer"
256,"+fridge+washing_machine+washer_dryer"
257,"+fridge"
258,"+fridge+tumble_dryer+washer_dryer"
259,"+fridge+tumble_dryer+washer_dryer"
260,"+fridge+washing_machine+washer_dryer"
261,"+fridge"
262,"+fridge"
263,"+fridge"
264,"+fridge+washing_machine+washer_dryer"
265,"+fridge+washing_machine+washer_dryer"
266,"+fridge+tumble_dryer+washer_dryer"
267,"+fridge"
268,"+fridge"
269,"+fridge+washing_machine+washer_dryer"
270,"+fridge"
271,"+fridge"
272,"+fridge"
273,"+fridge+tumble_dryer+washer_dryer"
274,"+fridge"
275,"+fridge+tumble_dryer+washer_dryer"
276,"+fridge+washing_machine+washer_dryer"
277,"+fridge+washing_machine+washer_dryer"
278,"+fridge+tumble_dryer+washer_dryer+microwave"
279,"+fridge"
280,"+fridge+washing_machine+washer_dryer"
281,"+fridge"
282,"+fridge"
283,"+fridge+microwave"
284,"+fridge+washing_machine+washer_dryer+microwave"
285,"+fridge+tumble_dryer+washer_dryer"
286,"+fridge"
287,"+fridge"
288,"+fridge+washing_machine+washer_dryer"
289,"+fridge+tumble_dryer+washer_dryer"
290,"+fridge"
291,"+fridge+tumble_dryer+washer_dryer"
292,"+fridge+washer_dryer"
293,"+fridge"
294,"+fridge"
295,"+fridge+tumble_dryer+washer_dryer"
296,"+fridge"
297,"+fridge+washing_machine+washer_dryer"
298,"+fridge+tumble_dryer+washer_dryer"
299,"+fridge+tumble_dryer+washer_dryer"
300,"+fridge+washing_machine+washer_dryer"
301,"+fridge"
302,"+fridge"
303,"+fridge+washing_machine+washer_dryer"
304,"+fridge+tumble_dryer+washer_dryer"
305,"+fridge+tumble_dryer+washer_dryer"
306,"+fridge+washing_machine+washer_dryer"
307,"+fridge+washing_machine+washer_dryer"
308,"+fridge+tumble_dryer+washer_dryer"
309,"+fridge+shower"
310,"+fridge+shower"
311,"+fridge"
312,"+fridge"
313,"+fridge+kettle+washing_machine+washer_dryer"
314,"+fridge+tumble_dryer+washer_dryer"
315,"+fridge+washing_machine+washer_dryer"
316,"+fridge"
317,"+fridge+tumble_dryer+washer_dryer"
318,"+fridge+tumble_dryer+washer_dryer"
319,"+fridge+washer_dryer"
320,"+fridge+washer_dryer"
321,"+fridge"
322,"+fridge+washing_machine+washer_dryer"
323,"+fridge"
324,"+fridge"
325,"+fridge"
326,"+fridge+washer_dryer"
327,"+fridge+tumble_dryer+washer_dryer"
328,"+fridge"
329,"+fridge+washing_machine+washer_dryer"
330,"+fridge+tumble_dryer+washer_dryer"
331,"+fridge+tumble_dryer+washer_dryer"
332,"+fridge+washing_machine+washer_dryer"
333,"+fridge+washing_machine+washer_dryer"
334,"+fridge+tumble_dryer+washer_dryer"
335,"+fridge"
336,"+fridge+tumble_dryer+washer_dryer"
337,"+fridge"
338,"+fridge+tumble_dryer+washer_dryer"
339,"+fridge"
340,"+fridge"
341,"+fridge+washing_machine+washer_dryer"
342,"+fridge+washer_dryer"
343,"+fridge+tumble_dryer+washer_dryer"
344,"+fridge+washing_machine+washer_dryer"
345,"+fridge+tumble_dryer+washer_dryer"
346,"+fridge+washing_machine+washer_dryer"
347,"+fridge"
348,"+fridge+tumble_dryer+washer_dryer"
349,"+fridge"
350,"+fridge+tumble_dryer+washer_dryer"
351,"+fridge+tumble_dryer+washer_dryer"
352,"+fridge+washing_machine+washer_dryer"
353,"+fridge"
354,"+fridge+tumble_dryer+washer_dryer"
355,"+fridge"
356,"+fridge"
357,"+fridge+washing_machine+washer_dryer"
358,"+fridge+tumble_dryer+washer_dryer"
359,"+fridge+washing_machine+washer_dryer"
360,"+fridge"
361,"+fridge+washing_machine+washer_dryer+microwave"
362,"+fridge+tumble_dryer+washer_dryer"
363,"+fridge"
364,"+fridge+washing_machine+washer_dryer"
365,"+fridge+washing_machine+washer_dryer"
366,"+fridge"
367,"+fridge"
368,"+fridge"
369,"+fridge+tumble_dryer+washer_dryer"
370,"+fridge+tumble_dryer+washer_dryer"
371,"+fridge+tumble_dryer+washer_dryer"
372,"+fridge"
373,"+fridge+washing_machine+washer_dryer"
374,"+fridge"
375,"+fridge"
376,"+fridge"
377,"+fridge+washing_machine+washer_dryer"
378,"+fridge"
379,"+fridge+tumble_dryer+washer_dryer"
380,"+fridge+washing_machine+washer_dryer"
381,"+fridge"
382,"+fridge+tumble_dryer+washer_dryer"
383,"+fridge+tumble_dryer+washer_dryer"
384,"+fridge+tumble_dryer+washer_dryer"
385,"+fridge+washing_machine+washer_dryer"
386,"+fridge+tumble_dryer+washer_dryer"
387,"+fridge"
388,"+fridge+tumble_dryer+washer_dryer"
389,"+fridge+tumble_dryer+washer_dryer"
390,"+fridge+washing_machine+washer_dryer"
391,"+fridge"
392,"+fridge+washing_machine+washer_dryer"
393,"+fridge"
394,"+fridge+washing_machine+washer_dryer"
395,"+fridge"
396,"+fridge+washing_machine+washer_dryer+microwave"
397,"+fridge+washing_machine+washer_dryer"
398,"+fridge+washing_machine+washer_dryer"
399,"+fridge+washing_machine+washer_dryer"
400,"+fridge+washer_dryer"
401,"+fridge+tumble_dryer+washer_dryer"
402,"+fridge+tumble_dryer+washer_dryer"
403,"+fridge+washing_machine+washer_dryer"
404,"+fridge+tumble_dryer+washer_dryer"
405,"+fridge"
406,"+fridge+washing_machine+washer_dryer"
407,"+fridge+washing_machine+washer_dryer"
408,"+fridge+microwave"
409,"+fridge+washing_machine+washer_dryer"
410,"+fridge"
411,"+fridge+washer_dryer"
412,"+fridge+tumble_dryer+washer_dryer"
413,"+fridge"
414,"+fridge"
415,"+fridge+tumble_dryer+washer_dryer"
416,"+fridge+washing_machine+washer_dryer"
417,"+fridge"
418,"+fridge"
419,"+fridge+washer_dryer"
420,"+fridge+tumble_dryer+washer_dryer"
421,"+fridge"
422,"+fridge"
423,"+fridge"
424,"+fridge+tumble_dryer+washer_dryer"
425,"+fridge"
426,"+fridge+washing_machine+washer_dryer"
427,"+fridge+washing_machine+washer_dryer"
428,"+fridge+washing_machine+washer_dryer"
429,"+fridge+tumble_dryer+washer_dryer"
430,"+fridge+tumble_dryer+washer_dryer"
431,"+fridge"
432,"+fridge"
433,"+fridge"
434,"+fridge+tumble_dryer+washer_dryer"
435,"+fridge+microwave"
436,"+fridge+tumble_dryer+washer_dryer"
437,"+fridge"
438,"+fridge+washing_machine+washer_dryer"
439,"+fridge"
440,"+fridge"
441,"+fridge"
442,"+fridge"
443,"+fridge"
444,"+fridge+washing_machine+washer_dryer"
445,"+fridge+washing_machine+washer_dryer"
446,"+fridge"
447,"+fridge+microwave"
448,"+fridge+washer_dryer"
449,"+fridge"
450,"+fridge+tumble_dryer+washer_dryer"
451,"+fridge"
452,"+fridge+washing_machine+washer_dryer"
453,"+fridge"
454,"+fridge+tumble_dryer+washer_dryer"
455,"+fridge+tumble_dryer+washer_dryer"
456,"+fridge+tumble_dryer+washer_dryer"
457,"+fridge"
458,"+fridge"
459,"+fridge+tumble_dryer+washer_dryer"
460,"+fridge+washing_machine+washer_dryer"
461,"+fridge+tumble_dryer+washer_dryer"
462,"+fridge+washing_machine+washer_dryer"
463,"+fridge"
464,"+fridge+tumble_dryer+washer_dryer"
465,"+fridge"
466,"+fridge+washing_machine+washer_dryer"
467,"+fridge+tumble_dryer+washer_dryer"
468,"+fridge+washing_machine+washer_dryer"
469,"+fridge"
470,"+fridge+washing_machine+washer_dryer+microwave"
471,"+fridge+tumble_dryer+washer_dryer"
472,"+fridge+microwave"
473,"+fridge+washing_machine+washer_dryer"
474,"+fridge"
475,"+fridge"
476,"+fridge+washer_dryer"
477,"+fridge+washing_machine+washer_dryer"
478,"+fridge+tumble_dryer+washer_dryer"
479,"+fridge+washing_machine+washer_dryer"
480,"+fridge"
481,"+fridge"
482,"+fridge+washer_dryer"
483,"+fridge+washing_machine+washer_dryer"
484,"+fridge"
485,"+fridge"
486,"+fridge+tumble_dryer+washer_dryer"
487,"+fridge"
488,"+fridge"
489,"+fridge+tumble_dryer+washer_dryer"
490,"+fridge"
491,"+fridge"
492,"+fridge"
493,"+fridge+tumble_dryer+washer_dryer"
494,"+fridge+tumble_dryer+washer_dryer"
495,"+fridge+tumble_dryer+washer_dryer"
496,"+fridge+washer_dryer"
497,"+fridge"
498,"+fridge+washing_machine+washer_dryer"
499,"+fridge+washing_machine+washer_dryer"
500,"+fridge+washing_machine+washer_dryer"
501,"+fridge"
502,"+fridge"
503,"+fridge"
504,"+fridge+washing_machine+washer_dryer"
505,"+fridge"
506,"+fridge+washing_machine+washer_dryer"
507,"+fridge+shower+washing_machine+washer_dryer"
508,"+fridge+washing_machine+washer_dryer"
509,"+fridge+tumble_dryer+washer_dryer"
510,"+fridge+washing_machine+washer_dryer"
511,"+fridge"
512,"+fridge+tumble_dryer+washer_dryer"
513,"+fridge"
514,"+fridge+washing_machine+washer_dryer"
515,"+fridge+washing_machine+washer_dryer"
516,"+fridge"
517,"+fridge"
518,"+fridge"
519,"+fridge+tumble_dryer+washer_dryer"
520,"+fridge+tumble_dryer+washer_dryer"
521,"+fridge"
522,"+fridge+washing_machine+washer_dryer+microwave"
523,"+fridge+washing_machine+washer_dryer"
524,"+fridge"
525,"+fridge+washer_dryer"
526,"+fridge+tumble_dryer+washer_dryer"
527,"+fridge+tumble_dryer+washer_dryer"
528,"+fridge"
529,"+fridge+tumble_dryer+washer_dryer"
530,"+fridge+washing_machine+washer_dryer"
531,"+fridge+tumble_dryer+washer_dryer"
532,"+fridge"
533,"+fridge+tumble_dryer+washer_dryer"
534,"+fridge+washing_machine+washer_dryer"
535,"+fridge"
536,"+fridge"
537,"+fridge+tumble_dryer+washer_dryer"
538,"+fridge+tumble_dryer+washer_dryer"
539,"+fridge+tumble_dryer+washer_dryer"
540,"+fridge"
541,"+fridge+washing_machine+washer_dryer"
542,"+fridge+washing_machine+washer_dryer+microwave"
543,"+fridge"
544,"+fridge"
545,"+fridge+tumble_dryer+washer_dryer"
546,"+fridge"
547,"+fridge"
548,"+fridge+tumble_dryer+washer_dryer"
549,"+fridge+tumble_dryer+washer_dryer"
550,"+fridge+tumble_dryer+washer_dryer"
551,"+fridge"
552,"+fridge+tumble_dryer+washer_dryer"
553,"+fridge+washer_dryer"
554,"+fridge+washer_dryer"
555,"+fridge+tumble_dryer+washer_dryer"
556,"+fridge+tumble_dryer+washer_dryer"
557,"+fridge+washing_machine+washer_dryer"
558,"+fridge+microwave"
559,"+fridge+tumble_dryer+washer_dryer"
560,"+fridge+tumble_dryer+washer_dryer"
561,"+fridge"
562,"+fridge+tumble_dryer+washer_dryer"
563,"+fridge"
564,"+fridge+tumble_dryer+washer_dryer"
565,"+fridge+washing_machine+washer_dryer"
566,"+fridge"
567,"+fridge+tumble_dryer+washer_dryer"
568,"+fridge+tumble_dryer+washer_dryer"
569,"+fridge"
570,"+fridge+tumble_dryer+washer_dryer"
571,"+fridge"
572,"+fridge+washing_machine+washer_dryer"
573,"+fridge+washing_machine+washer_dryer"
574,"+fridge+tumble_dryer+washer_dryer"
575,"+fridge+washing_machine+washer_dryer"
576,"+fridge+microwave"
577,"+fridge"
578,"+fridge+washing_machine+washer_dryer"
579,"+fridge+washing_machine+washer_dryer"
580,"+fridge+tumble_dryer+washer_dryer"
581,"+fridge"
582,"+fridge+washer_dryer"
583,"+fridge"
584,"+fridge+washing_machine+washer_dryer"
585,"+fridge+washing_machine+washer_dryer"
586,"+fridge"
587,"+fridge+microwave"
588,"+fridge"
589,"+fridge"
590,"+fridge"
591,"+fridge"
592,"+fridge+washing_machine+washer_dryer"
593,"+fridge"
594,"+fridge+washing_machine+washer_dryer"
595,"+fridge+microwave"
596,"+fridge+washing_machine+washer_dryer"
597,"+fridge+tumble_dryer+washer_dryer"
598,"+fridge+washing_machine+washer_dryer"
599,"+fridge"
600,"+fridge+washer_dryer"
601,"+fridge+kettle"
602,""
603,"+fridge+washing_machine+washer_dryer"
604,"+fridge+washing_machine+washer_dryer"
605,"+fridge+tumble_dryer+washer_dryer"
606,"+fridge+washing_machine+washer_dryer"
607,"+fridge"
608,"+fridge+washing_machine+washer_dryer"
609,"+fridge"
610,"+fridge+tumble_dryer+washer_dryer"
611,"+fridge"
612,"+fridge+washer_dryer"
613,"+fridge+washing_machine+washer_dryer"
614,"+fridge+tumble_dryer+washer_dryer"
615,"+fridge"
616,"+fridge+tumble_dryer+washer_dryer"
617,"+fridge+tumble_dryer+washer_dryer"
618,"+fridge"
619,"+fridge+washing_machine+washer_dryer"
620,"+fridge+tumble_dryer+washer_dryer"
621,"+fridge+tumble_dryer+washer_dryer"
622,"+fridge+tumble_dryer+washer_dryer"
623,"+fridge+tumble_dryer+washer_dryer"
624,"+fridge+washing_machine+washer_dryer"
625,"+fridge+washing_machine+washer_dryer"
626,"+fridge+washing_machine+washer_dryer"
627,"+fridge+washing_machine+washer_dryer"
628,"+fridge+tumble_dryer+washer_dryer"
629,"+fridge+washer_dryer"
630,"+fridge+tumble_dryer+washer_dryer"
631,"+fridge+washing_machine+washer_dryer"
632,"+fridge"
633,"+fridge+tumble_dryer+washer_dryer"
634,"+fridge+washing_machine+washer_dryer+microwave"
635,"+fridge+washing_machine+washer_dryer"
636,"+fridge+kettle"
637,"+fridge+tumble_dryer+washer_dryer"
638,"+fridge"
639,"+fridge"
640,"+fridge"
641,"+fridge"
642,"+fridge+washer_dryer"
643,"+fridge+tumble_dryer+washer_dryer"
644,"+fridge"
645,"+fridge"
646,"+fridge+tumble_dryer+washer_dryer"
647,""
648,"+fridge+washing_machine+washer_dryer"
649,"+fridge"
650,"+fridge+washing_machine+washer_dryer"
651,"+fridge+washing_machine+washer_dryer"
652,"+fridge+washing_machine+washer_dryer"
653,"+fridge+washing_machine+washer_dryer"
654,"+fridge+washing_machine+washer_dryer"
655,"+fridge+washing_machine+washer_dryer"
656,"+fridge"
657,"+fridge+washing_machine+washer_dryer"
658,"+fridge+tumble_dryer+washer_dryer"
659,"+fridge"
660,"+fridge+washing_machine+washer_dryer"
661,"+fridge"
662,"+fridge"
663,"+fridge+washing_machine+washer_dryer+microwave"
664,"+fridge"
665,"+fridge+washer_dryer"
666,"+fridge"
667,"+fridge+washing_machine+washer_dryer"
668,"+fridge"
669,"+fridge+tumble_dryer+washer_dryer"
670,"+fridge+washing_machine+washer_dryer"
671,"+fridge"
672,"+fridge+washer_dryer"
673,"+fridge"
674,"+fridge+washing_machine+washer_dryer"
675,"+fridge+washing_machine+washer_dryer"
676,"+fridge"
677,"+fridge"
678,"+fridge+washing_machine+washer_dryer+microwave"
679,"+fridge"
680,"+fridge+tumble_dryer+washer_dryer"
681,"+fridge+tumble_dryer+washer_dryer"
682,"+fridge+tumble_dryer+washer_dryer"
683,"+fridge+washing_machine+washer_dryer"
684,"+fridge"
685,"+fridge+washing_machine+washer_dryer"
686,"+fridge+tumble_dryer+washer_dryer"
687,"+fridge+washing_machine+washer_dryer"
688,"+fridge"
689,"+fridge+washer_dryer+microwave"
690,"+fridge"
691,"+fridge"
692,"+fridge+washing_machine+washer_dryer+microwave"
693,"+fridge+washing_machine+washer_dryer"
694,"+fridge+washer_dryer"
695,"+fridge"
696,"+fridge+washer_dryer"
697,"+fridge+tumble_dryer+washer_dryer"
698,"+fridge+washing_machine+washer_dryer"
699,"+fridge"
700,"+fridge"
701,"+fridge"
702,"+fridge"
703,"+fridge+tumble_dryer+washer_dryer"
704,"+fridge+tumble_dryer+washer_dryer"
705,"+fridge+shower+washing_machine+washer_dryer+microwave"
706,"+fridge"
707,"+fridge+tumble_dryer+washer_dryer"
708,"+fridge+tumble_dryer+washer_dryer"
709,"+fridge+tumble_dryer+washer_dryer"
710,"+fridge"
711,"+fridge"
712,"+fridge"
713,"+fridge"
714,"+fridge+tumble_dryer+washer_dryer"
715,"+fridge+washing_machine+washer_dryer"
716,"+fridge"
717,"+fridge"
718,"+fridge"
719,"+fridge+washing_machine+washer_dryer"
720,"+fridge+tumble_dryer+washer_dryer"
721,"+fridge"
722,"+fridge+tumble_dryer+washer_dryer"
723,"+fridge"
724,"+fridge+tumble_dryer+washer_dryer"
725,"+fridge+tumble_dryer+washer_dryer"
726,"+fridge+washer_dryer"
727,"+fridge"
728,"+fridge+washing_machine+washer_dryer"
729,"+fridge+tumble_dryer+washer_dryer"
730,"+fridge+washing_machine+washer_dryer"
731,"+fridge+tumble_dryer+washer_dryer"
732,"+fridge+tumble_dryer+washer_dryer"
733,"+fridge+washing_machine+washer_dryer"
734,"+fridge"
735,"+fridge+washing_machine+washer_dryer"
736,"+fridge+tumble_dryer+washer_dryer"
737,"+fridge+washing_machine+washer_dryer"
738,"+fridge+washing_machine+washer_dryer+microwave"
739,"+fridge+tumble_dryer+washer_dryer"
740,"+fridge+tumble_dryer+washer_dryer"
741,"+fridge+tumble_dryer+washer_dryer"
742,"+fridge+washing_machine+washer_dryer"
743,"+fridge+washing_machine+washer_dryer"
744,"+fridge+washing_machine+washer_dryer"
745,"+fridge"
746,"+fridge+kettle"
747,"+fridge"
748,"+fridge"
749,"+fridge+tumble_dryer+washer_dryer"
750,"+fridge+tumble_dryer+washer_dryer"
751,"+fridge"
752,"+fridge+washing_machine+washer_dryer"
753,"+fridge+tumble_dryer+washer_dryer"
754,"+fridge+washing_machine+washer_dryer+microwave"
755,"+fridge+microwave"
756,"+fridge+tumble_dryer+washer_dryer"
757,"+fridge"
758,"+fridge"
759,"+fridge+washing_machine+washer_dryer"
760,"+fridge"
761,"+fridge+washer_dryer"
762,"+fridge"
763,"+fridge+tumble_dryer+washer_dryer"
764,"+fridge"
765,"+fridge+tumble_dryer+washer_dryer"
766,"+fridge"
767,"+fridge"
768,"+fridge+washing_machine+washer_dryer"
769,"+fridge+washing_machine+washer_dryer"
770,"+fridge"
771,"+fridge"
772,"+fridge+tumble_dryer+washer_dryer"
773,"+fridge"
774,"+fridge"
775,"+fridge+washing_machine+washer_dryer"
776,"+fridge+washing_machine+washer_dryer"
777,"+fridge+tumble_dryer+washer_dryer"
778,"+fridge+washing_machine+washer_dryer"
779,"+fridge+washing_machine+washer_dryer"
780,"+fridge+washing_machine+washer_dryer"
781,"+fridge+washing_machine+washer_dryer"
782,"+fridge+washer_dryer"
783,"+fridge+washing_machine+washer_dryer"
784,"+fridge"
785,"+fridge+tumble_dryer+washer_dryer"
786,"+fridge+microwave"
787,"+fridge+tumble_dryer+washer_dryer"
788,"+fridge+washer_dryer"
789,"+fridge+washing_machine+washer_dryer"
790,"+fridge+washer_dryer"
791,"+fridge+washing_machine+washer_dryer"
792,"+fridge+washer_dryer"
793,"+fridge+washing_machine+washer_dryer"
794,"+fridge"
795,"+fridge"
796,"+fridge"
797,"+fridge+tumble_dryer+washer_dryer"
798,"+fridge+tumble_dryer+washer_dryer"
799,"+fridge"
800,"+fridge"
801,"+fridge+tumble_dryer+washer_dryer"
802,"+fridge"
803,"+fridge+tumble_dryer+washer_dryer"
804,"+fridge+tumble_dryer+washer_dryer"
805,"+fridge+kettle+washer_dryer"
806,"+fridge+washing_machine+washer_dryer"
807,"+fridge+washing_machine+washer_dryer"
808,"+fridge"
809,"+fridge+washing_machine+washer_dryer"
810,"+fridge"
811,"+fridge+tumble_dryer+washer_dryer"
812,"+fridge+shower"
813,"+fridge+tumble_dryer+washer_dryer"
814,"+fridge+washing_machine+washer_dryer"
815,"+fridge"
